"AS OF DATE","PROCESSED DATE","SOURCE NAME 1","SOURCE NAME 2","FUND","MODEL","TYPE","DESCRIPTION","CATEGORY","SHARES","PRICE","TOTAL"
"2024-12-26","2024-12-30","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.2790000000","27.430000","62.500"
"2024-09-13","2024-09-13","EMPLOYEE 401(k)","","VSVNX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0760000000","26.700000","-2.040"
"2024-09-19","2024-09-23","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.2990000000","27.180000","62.500"
"2024-10-03","2024-10-07","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.2720000000","27.510000","62.500"
"2024-10-11","2024-10-11","EMPLOYEE 401(k)","","VSVNX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0770000000","27.430000","-2.110"
"2024-10-17","2024-10-21","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.2560000000","27.700000","62.500"
"2024-11-15","2024-11-15","EMPLOYEE 401(k)","","VSVNX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0770000000","27.430000","-2.110"
"2024-07-11","2024-07-12","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.3580000000","26.510000","62.500"
"2024-07-25","2024-07-26","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.4180000000","25.850000","62.500"
"2024-08-22","2024-08-26","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.3190000000","26.950000","62.500"
"2024-08-13","2024-08-13","EMPLOYEE 401(k)","","VSVNX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0770000000","25.610000","-1.990"
"2024-08-08","2024-08-09","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.4500000000","25.510000","62.500"
"2024-09-05","2024-09-09","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.4000000000","26.040000","62.500"
"2024-06-13","2024-06-13","EMPLOYEE 401(k)","","VSVNX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0730000000","25.850000","-1.890"
"2024-05-30","2024-06-03","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.4540000000","25.470000","62.500"
"2024-05-16","2024-05-20","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.4300000000","25.720000","62.500"
"2024-05-10","2024-05-10","EMPLOYEE 401(k)","","VSVNX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0720000000","25.280000","-1.810"
"2024-05-06","2024-05-06","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.5040000000","24.960000","62.500"
"2024-04-18","2024-04-22","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.5910000000","24.120000","62.500"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.9600000000","22.220000","21.340"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","19.8960000000","22.220000","442.100"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","1.1500000000","22.220000","25.550"
"2024-06-27","2024-07-01","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.4190000000","25.840000","62.500"
"2024-07-11","2024-07-11","EMPLOYEE 401(k)","","VSVNX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0730000000","26.530000","-1.940"
"2024-06-13","2024-06-14","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","2.4230000000","25.790000","62.500"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","3.9970000000","22.220000","88.810"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","21.4230000000","22.220000","476.020"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","3.3830000000","22.220000","75.160"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","47.5570000000","22.220000","1056.720"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.3840000000","22.220000","8.540"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.9600000000","22.220000","21.330"
"2023-06-01","2023-06-02","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","3.0060000000","21.610000","64.950"
"2023-05-30","2023-05-30","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","20.5900000000","21.570000","444.120"
"2023-05-30","2023-05-30","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","33.8190000000","21.570000","729.470"
"2023-05-30","2023-05-30","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","69.7020000000","21.570000","1503.470"
"2023-05-30","2023-05-30","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","9.2970000000","21.570000","200.540"
"2023-05-30","2023-05-30","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","9.5220000000","21.570000","205.390"
"2025-02-06","2025-02-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1760000000","29.870000","5.250"
"2025-01-23","2025-01-24","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1720000000","30.500000","5.250"
"2025-01-14","2025-01-14","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","28.990000","-0.180"
"2025-01-09","2025-01-13","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1800000000","29.090000","5.250"
"2023-06-29","2023-06-30","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","4.8610000000","22.270000","108.250"
"2023-06-15","2023-06-16","EMPLOYEE 401(k)","","VSVNX","","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.7670000000","22.580000","17.320"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.6630000000","21.570000","14.300"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","1.9840000000","21.570000","42.790"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.9900000000","21.570000","21.350"
"2023-06-15","2023-06-16","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2210000000","21.940000","4.840"
"2023-06-29","2023-06-30","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4190000000","21.710000","9.090"
"2025-02-12","2025-02-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","30.120000","-0.190"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.6660000000","21.570000","14.370"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","9.1010000000","21.570000","196.310"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","2.6630000000","21.570000","57.450"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","2.6730000000","21.570000","57.670"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","1.6590000000","21.570000","35.790"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.3360000000","21.570000","7.240"
"2024-05-30","2024-06-03","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1880000000","27.970000","5.250"
"2024-06-13","2024-06-14","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1800000000","29.220000","5.250"
"2024-06-13","2024-06-13","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","29.260000","-0.180"
"2024-06-27","2024-07-01","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1770000000","29.690000","5.250"
"2024-07-11","2024-07-11","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","30.570000","-0.180"
"2023-07-10","2023-07-10","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.3380000000","21.570000","7.280"
"2024-07-12","2024-07-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.9880000000","30.070000","-29.710"
"2024-07-12","2024-07-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.4090000000","30.070000","-12.270"
"2024-04-18","2024-04-22","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1980000000","26.470000","5.250"
"2024-05-06","2024-05-06","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1900000000","27.560000","5.250"
"2024-05-10","2024-05-10","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","27.950000","-0.170"
"2024-05-16","2024-05-20","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1840000000","28.460000","5.250"
"2024-08-13","2024-08-13","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","28.040000","-0.160"
"2024-07-25","2024-07-26","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1840000000","28.570000","5.250"
"2024-07-11","2024-07-12","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1750000000","30.070000","5.250"
"2024-07-12","2024-07-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.5010000000","30.070000","-15.080"
"2024-07-12","2024-07-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-1.1110000000","30.070000","-33.410"
"2024-07-12","2024-07-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.7900000000","30.070000","-23.760"
"2024-10-03","2024-10-07","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1740000000","30.160000","5.250"
"2024-09-19","2024-09-23","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1760000000","29.900000","5.250"
"2024-09-05","2024-09-09","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1880000000","27.950000","5.250"
"2024-09-13","2024-09-13","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0050000000","29.280000","-0.160"
"2024-08-22","2024-08-26","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1780000000","29.480000","5.250"
"2024-08-08","2024-08-09","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1890000000","27.770000","5.250"
"2024-12-10","2024-12-10","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","32.510000","-0.180"
"2024-11-14","2024-11-18","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1690000000","31.030000","5.250"
"2024-11-15","2024-11-15","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","31.780000","-0.180"
"2024-10-31","2024-11-04","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1730000000","30.360000","5.250"
"2024-10-17","2024-10-21","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1690000000","30.990000","5.250"
"2024-10-11","2024-10-11","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","30.610000","-0.170"
"2025-01-09","2025-01-09","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.0480000000","29.600000","-1.430"
"2024-12-26","2024-12-30","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1760000000","29.860000","5.250"
"2024-12-12","2024-12-16","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1630000000","32.260000","5.250"
"2024-12-24","2024-12-24","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","1.5600000000","29.550000","46.100"
"2024-12-24","2024-12-24","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0290000000","29.550000","0.850"
"2024-11-27","2024-11-29","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1660000000","31.630000","5.250"
"2024-02-22","2024-02-23","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1920000000","27.320000","5.250"
"2024-03-14","2024-03-14","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","28.060000","-0.160"
"2024-03-07","2024-03-11","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1900000000","27.680000","5.250"
"2024-03-21","2024-03-26","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1850000000","28.330000","5.250"
"2024-04-04","2024-04-08","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1880000000","27.990000","5.250"
"2024-04-12","2024-04-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","28.170000","-0.170"
"2023-12-28","2023-12-29","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2110000000","24.700000","5.200"
"2024-01-12","2024-01-12","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2080000000","25.000000","5.200"
"2024-01-12","2024-01-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","25.000000","-0.140"
"2024-01-25","2024-01-29","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2000000000","25.990000","5.200"
"2024-02-08","2024-02-09","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1930000000","26.890000","5.200"
"2024-02-12","2024-02-12","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0060000000","27.260000","-0.150"
"2023-11-02","2023-11-03","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2370000000","21.950000","5.200"
"2023-11-08","2023-11-08","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0080000000","22.510000","-0.170"
"2023-11-16","2023-11-20","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2230000000","23.270000","5.200"
"2023-11-30","2023-12-01","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2200000000","23.660000","5.200"
"2023-12-11","2023-12-11","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0080000000","23.790000","-0.190"
"2023-12-14","2023-12-15","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2150000000","24.160000","5.200"
"2023-09-07","2023-09-11","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4050000000","22.420000","9.090"
"2023-09-21","2023-09-22","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4250000000","21.370000","9.090"
"2023-09-11","2023-09-11","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0070000000","22.420000","-0.160"
"2023-10-05","2023-10-06","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4230000000","21.510000","9.090"
"2023-10-18","2023-10-18","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0080000000","22.110000","-0.170"
"2023-10-19","2023-10-20","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.2410000000","21.620000","5.200"
"2023-07-13","2023-07-14","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4090000000","22.230000","9.090"
"2023-07-14","2023-07-14","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0070000000","22.230000","-0.150"
"2023-07-27","2023-07-31","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4050000000","22.430000","9.090"
"2023-08-09","2023-08-09","EMPLOYEE 401(k)","","LCGJX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0070000000","22.060000","-0.150"
"2023-08-10","2023-08-11","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4150000000","21.910000","9.090"
"2023-08-24","2023-08-28","EMPLOYEE 401(k)","","LCGJX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.4180000000","21.770000","9.090"
"2023-07-13","2023-07-14","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1040000000","24.990000","2.600"
"2025-01-09","2025-01-13","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.0640000000","23.450000","1.500"
"2025-01-14","2025-01-14","EMPLOYEE 401(k)","","BMDIX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","23.480000","-0.050"
"2025-01-23","2025-01-24","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.0600000000","24.850000","1.500"
"2025-02-06","2025-02-10","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.0630000000","23.980000","1.500"
"2025-02-12","2025-02-12","EMPLOYEE 401(k)","","BMDIX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","23.840000","-0.050"
"2023-09-07","2023-09-11","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1130000000","23.060000","2.600"
"2023-08-24","2023-08-28","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1130000000","23.070000","2.600"
"2023-08-09","2023-08-09","EMPLOYEE 401(k)","","BMDIX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","23.870000","-0.040"
"2023-08-10","2023-08-11","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1100000000","23.680000","2.600"
"2023-07-27","2023-07-31","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1050000000","24.810000","2.600"
"2023-07-14","2023-07-14","EMPLOYEE 401(k)","","BMDIX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","24.990000","-0.040"
"2023-11-02","2023-11-03","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.0700000000","21.300000","1.490"
"2023-10-19","2023-10-20","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.0690000000","21.620000","1.490"
"2023-10-18","2023-10-18","EMPLOYEE 401(k)","","BMDIX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","22.380000","-0.040"
"2023-10-05","2023-10-06","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1190000000","21.880000","2.600"
"2023-09-11","2023-09-11","EMPLOYEE 401(k)","","BMDIX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","23.060000","-0.040"
"2023-09-21","2023-09-22","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.1170000000","22.150000","2.600"
"2023-12-19","2023-12-19","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.1510000000","24.230000","3.650"
"2023-12-28","2023-12-29","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.0600000000","24.840000","1.490"
"2023-12-11","2023-12-11","EMPLOYEE 401(k)","","BMDIX","5019","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","23.580000","-0.050"
"2023-11-30","2023-12-01","EMPLOYEE 401(k)","","BMDIX","5019","PURCHASE OF SHARES","EMPLOYEE PRE-TAX CONTRIBUTION","CONTRIBUTION","0.0650000000","23.080000","1.490"
